course_id,course_name,provider,difficulty_level,skills_taught,duration_hours,rating
C1009,Java Programming,edX,Advanced,Power BI,5,3.4
C1010,Leadership Skills,Udemy,Intermediate,Machine Learning,32,4.12
C1011,Machine Learning Fundamentals,Udemy,Intermediate,Power BI,31,4.06
C1012,Leadership Skills,LinkedIn Learning,Advanced,Communication,56,4.24
C1013,Advanced SQL,edX,Intermediate,Data Visualization,31,4.69
C1014,Excel for Business,Udemy,Intermediate,Excel,49,4.53
C1015,Excel for Business,edX,Advanced,SQL,40,4.09
C1016,Excel for Business,edX,Beginner,Python,16,4.79
C1017,Java Programming,Udemy,Intermediate,Excel,19,3.72
C1018,Java Programming,Coursera,Beginner,Python,24,3.99
C1019,Excel for Business,Udemy,Beginner,Machine Learning,48,4.3
C1020,Java Programming,Coursera,Beginner,SQL,23,3.88
C1021,Advanced SQL,Udemy,Advanced,Excel,55,3.72
C1022,Effective Communication,Coursera,Advanced,Java,30,3.22
C1023,Python for Data Analysis,LinkedIn Learning,Advanced,Communication,51,4.27
C1024,Java Programming,edX,Beginner,SQL,25,3.39
C1025,Java Programming,edX,Beginner,SQL,41,3.28
C1026,Leadership Skills,Udemy,Beginner,Excel,47,3.36
C1027,Python for Data Analysis,Udemy,Intermediate,Excel,54,4.38
C1028,Effective Communication,Coursera,Beginner,Java,14,3.28
C1029,Effective Communication,Coursera,Intermediate,Communication,32,4.95
C1030,Leadership Skills,Coursera,Beginner,Java,30,4.52
C1031,Java Programming,Coursera,Intermediate,Power BI,17,3.79
C1032,Excel for Business,Coursera,Intermediate,R,29,4.19
C1033,Machine Learning Fundamentals,Udemy,Advanced,Excel,55,3.02
C1034,Advanced SQL,edX,Advanced,SQL,35,4.69
C1035,Python for Data Analysis,Coursera,Beginner,Machine Learning,24,3.54
C1036,Effective Communication,edX,Advanced,Power BI,19,3.14
C1037,Advanced SQL,edX,Intermediate,SQL,22,4.52
C1038,Machine Learning Fundamentals,Udemy,Advanced,Machine Learning,44,3.66
C1039,Effective Communication,LinkedIn Learning,Advanced,Power BI,27,4.14
C1040,Advanced SQL,Coursera,Intermediate,Data Visualization,7,4.69
C1041,Machine Learning Fundamentals,Coursera,Beginner,Power BI,15,4.55
C1042,Effective Communication,Coursera,Beginner,Data Visualization,31,3.67
C1043,Machine Learning Fundamentals,Coursera,Intermediate,Power BI,41,4.74
C1044,Leadership Skills,Udemy,Advanced,Power BI,16,3.78
C1045,Power BI Dashboards,LinkedIn Learning,Beginner,Java,37,4.0
C1046,Java Programming,Udemy,Intermediate,Python,32,4.22
C1047,Java Programming,Coursera,Beginner,R,10,3.14
C1048,Effective Communication,Coursera,Intermediate,Excel,10,4.19
C1049,Machine Learning Fundamentals,edX,Advanced,Communication,48,4.15
C1050,Power BI Dashboards,edX,Beginner,Communication,25,4.75
C1051,Effective Communication,LinkedIn Learning,Intermediate,Power BI,29,3.71
C1052,Effective Communication,Coursera,Beginner,Power BI,51,3.48
C1053,Machine Learning Fundamentals,Coursera,Advanced,Leadership,40,3.95
C1054,Leadership Skills,LinkedIn Learning,Beginner,Power BI,22,4.37
C1055,Machine Learning Fundamentals,edX,Intermediate,Data Visualization,48,4.12
C1056,Advanced SQL,edX,Advanced,Excel,43,3.28
C1057,Leadership Skills,Coursera,Intermediate,R,9,3.7
C1058,Leadership Skills,edX,Advanced,Power BI,27,3.13
C1059,Power BI Dashboards,LinkedIn Learning,Beginner,Power BI,27,4.48
C1060,Effective Communication,Udemy,Advanced,Data Visualization,27,4.77
C1061,Python for Data Analysis,edX,Advanced,Java,39,3.09
C1062,Python for Data Analysis,LinkedIn Learning,Advanced,Leadership,33,4.05
C1063,Java Programming,Coursera,Advanced,Power BI,9,4.13
C1064,Advanced SQL,Udemy,Intermediate,Java,21,3.88
C1065,Python for Data Analysis,LinkedIn Learning,Advanced,Data Visualization,42,4.01
C1066,Python for Data Analysis,Udemy,Intermediate,SQL,56,4.42
C1067,Machine Learning Fundamentals,edX,Intermediate,R,6,3.97
C1068,Excel for Business,Coursera,Beginner,SQL,23,4.84
C1069,Excel for Business,edX,Beginner,Data Visualization,51,4.08
C1070,Java Programming,edX,Advanced,Excel,7,3.14
C1071,Java Programming,LinkedIn Learning,Advanced,Machine Learning,34,4.91
C1072,Python for Data Analysis,LinkedIn Learning,Beginner,Leadership,37,3.29
C1073,Advanced SQL,edX,Beginner,R,27,4.57
C1074,Advanced SQL,LinkedIn Learning,Intermediate,Java,30,4.05
C1075,Power BI Dashboards,LinkedIn Learning,Advanced,Machine Learning,34,4.48
C1076,Advanced SQL,Udemy,Beginner,Java,23,4.03
C1077,Advanced SQL,edX,Beginner,Communication,43,3.12
C1078,Machine Learning Fundamentals,edX,Intermediate,Data Visualization,30,3.75
C1079,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Data Visualization,36,4.24
C1080,Effective Communication,edX,Beginner,R,46,4.26
C1081,Python for Data Analysis,edX,Advanced,Power BI,32,4.95
C1082,Effective Communication,LinkedIn Learning,Intermediate,Python,13,4.21
C1083,Advanced SQL,Coursera,Intermediate,Java,52,3.57
C1084,Excel for Business,LinkedIn Learning,Advanced,Communication,35,3.09
C1085,Advanced SQL,Coursera,Beginner,R,19,4.58
C1086,Leadership Skills,Coursera,Beginner,Excel,36,4.78
C1087,Java Programming,Udemy,Advanced,R,17,4.23
C1088,Advanced SQL,Coursera,Advanced,Java,26,3.96
C1089,Java Programming,edX,Intermediate,Machine Learning,44,4.72
C1090,Python for Data Analysis,LinkedIn Learning,Beginner,Data Visualization,15,3.48
C1091,Excel for Business,edX,Beginner,Data Visualization,37,3.8
C1092,Java Programming,Coursera,Beginner,Java,28,4.02
C1093,Python for Data Analysis,LinkedIn Learning,Advanced,Java,44,3.1
C1094,Advanced SQL,LinkedIn Learning,Advanced,Leadership,48,4.38
C1095,Excel for Business,LinkedIn Learning,Beginner,Leadership,55,3.38
C1096,Advanced SQL,LinkedIn Learning,Advanced,Excel,10,3.67
C1097,Java Programming,Udemy,Advanced,Leadership,20,3.83
C1098,Effective Communication,Udemy,Advanced,Excel,34,4.28
C1099,Python for Data Analysis,Udemy,Beginner,R,34,3.13
C1100,Java Programming,LinkedIn Learning,Beginner,Communication,18,3.68
C1101,Leadership Skills,edX,Beginner,Java,58,3.55
C1102,Python for Data Analysis,Coursera,Intermediate,Excel,11,3.0
C1103,Machine Learning Fundamentals,Udemy,Beginner,Excel,7,4.38
C1104,Excel for Business,edX,Intermediate,Excel,35,3.47
C1105,Machine Learning Fundamentals,Udemy,Advanced,Java,14,3.33
C1106,Java Programming,Udemy,Advanced,R,37,4.6
C1107,Effective Communication,Coursera,Advanced,Leadership,42,3.08
C1108,Leadership Skills,LinkedIn Learning,Beginner,Python,41,4.8
C1109,Excel for Business,edX,Intermediate,Machine Learning,19,4.37
C1110,Java Programming,Udemy,Beginner,Excel,54,3.34
C1111,Power BI Dashboards,LinkedIn Learning,Beginner,Python,8,3.7
C1112,Leadership Skills,edX,Advanced,Data Visualization,41,4.9
C1113,Excel for Business,Udemy,Intermediate,SQL,46,4.24
C1114,Leadership Skills,LinkedIn Learning,Beginner,Excel,8,4.22
C1115,Leadership Skills,Coursera,Intermediate,Leadership,14,4.31
C1116,Java Programming,Udemy,Beginner,Machine Learning,56,3.93
C1117,Advanced SQL,LinkedIn Learning,Advanced,SQL,26,3.33
C1118,Excel for Business,Coursera,Beginner,Communication,35,3.3
C1119,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Python,40,4.37
C1120,Python for Data Analysis,Udemy,Advanced,Excel,16,4.77
C1121,Python for Data Analysis,Coursera,Beginner,Python,13,3.6
C1122,Java Programming,Udemy,Intermediate,Excel,32,4.01
C1123,Excel for Business,LinkedIn Learning,Intermediate,SQL,38,4.98
C1124,Power BI Dashboards,LinkedIn Learning,Advanced,Power BI,9,3.51
C1125,Python for Data Analysis,Udemy,Advanced,Communication,34,3.78
C1126,Effective Communication,Udemy,Beginner,Excel,20,3.73
C1127,Python for Data Analysis,edX,Advanced,Data Visualization,23,3.07
C1128,Leadership Skills,edX,Beginner,Communication,18,4.02
C1129,Effective Communication,Udemy,Intermediate,Leadership,51,3.42
C1130,Effective Communication,LinkedIn Learning,Advanced,Data Visualization,55,3.26
C1131,Effective Communication,LinkedIn Learning,Intermediate,R,28,4.42
C1132,Python for Data Analysis,LinkedIn Learning,Intermediate,Java,54,4.53
C1133,Power BI Dashboards,edX,Beginner,Machine Learning,15,4.78
C1134,Machine Learning Fundamentals,LinkedIn Learning,Advanced,R,17,4.87
C1135,Excel for Business,edX,Beginner,Java,14,4.74
C1136,Effective Communication,LinkedIn Learning,Advanced,Power BI,33,3.24
C1137,Java Programming,Udemy,Beginner,SQL,43,3.45
C1138,Power BI Dashboards,LinkedIn Learning,Beginner,R,31,3.24
C1139,Leadership Skills,Udemy,Beginner,Machine Learning,58,3.71
C1140,Leadership Skills,Udemy,Intermediate,Data Visualization,5,3.25
C1141,Excel for Business,LinkedIn Learning,Advanced,Java,36,4.31
C1142,Advanced SQL,edX,Intermediate,Java,22,4.43
C1143,Effective Communication,edX,Intermediate,Power BI,8,3.32
C1144,Excel for Business,edX,Beginner,Data Visualization,20,4.24
C1145,Effective Communication,LinkedIn Learning,Beginner,Communication,22,3.05
C1146,Python for Data Analysis,Udemy,Intermediate,Python,25,3.87
C1147,Power BI Dashboards,edX,Advanced,R,55,3.57
C1148,Effective Communication,edX,Beginner,Leadership,51,5.0
C1149,Power BI Dashboards,Coursera,Intermediate,Python,58,4.85
C1150,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Data Visualization,29,3.3
C1151,Advanced SQL,LinkedIn Learning,Advanced,Data Visualization,14,4.83
C1152,Leadership Skills,LinkedIn Learning,Intermediate,Excel,11,3.84
C1153,Leadership Skills,Coursera,Intermediate,R,57,4.15
C1154,Machine Learning Fundamentals,Udemy,Advanced,Python,5,4.07
C1155,Machine Learning Fundamentals,Udemy,Advanced,Machine Learning,37,4.45
C1156,Advanced SQL,edX,Intermediate,Communication,37,3.67
C1157,Python for Data Analysis,Coursera,Intermediate,Power BI,23,3.14
C1158,Power BI Dashboards,Coursera,Advanced,Python,11,3.84
C1159,Excel for Business,Udemy,Beginner,Leadership,51,4.09
C1160,Advanced SQL,edX,Advanced,Python,49,4.11
C1161,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Python,45,4.59
C1162,Java Programming,LinkedIn Learning,Advanced,SQL,18,3.09
C1163,Leadership Skills,LinkedIn Learning,Advanced,R,42,4.98
C1164,Excel for Business,Udemy,Beginner,Python,11,4.98
C1165,Effective Communication,LinkedIn Learning,Intermediate,Java,50,3.2
C1166,Advanced SQL,edX,Advanced,Python,47,3.69
C1167,Effective Communication,Coursera,Intermediate,Python,7,4.18
C1168,Advanced SQL,edX,Intermediate,R,15,3.75
C1169,Python for Data Analysis,Coursera,Intermediate,Java,12,3.98
C1170,Effective Communication,LinkedIn Learning,Advanced,Python,30,3.65
C1171,Python for Data Analysis,Coursera,Advanced,Leadership,42,4.42
C1172,Power BI Dashboards,LinkedIn Learning,Advanced,Java,7,3.73
C1173,Power BI Dashboards,Coursera,Beginner,SQL,33,3.86
C1174,Excel for Business,Udemy,Intermediate,Power BI,16,4.15
C1175,Power BI Dashboards,Udemy,Beginner,SQL,22,4.94
C1176,Java Programming,Udemy,Beginner,Machine Learning,47,4.28
C1177,Effective Communication,edX,Advanced,Communication,11,3.19
C1178,Effective Communication,Udemy,Intermediate,Communication,34,3.64
C1179,Advanced SQL,Coursera,Intermediate,Java,46,3.84
C1180,Java Programming,LinkedIn Learning,Advanced,Python,52,4.48
C1181,Advanced SQL,Udemy,Advanced,Data Visualization,20,3.89
C1182,Advanced SQL,LinkedIn Learning,Beginner,SQL,51,4.32
C1183,Effective Communication,Coursera,Advanced,Python,49,4.68
C1184,Advanced SQL,Udemy,Beginner,Power BI,29,3.21
C1185,Python for Data Analysis,edX,Intermediate,SQL,8,4.53
C1186,Advanced SQL,edX,Beginner,Data Visualization,8,4.49
C1187,Java Programming,Coursera,Advanced,Leadership,42,4.64
C1188,Advanced SQL,Udemy,Intermediate,Communication,54,4.91
C1189,Advanced SQL,Udemy,Beginner,Communication,5,3.62
C1190,Machine Learning Fundamentals,Coursera,Beginner,Python,46,3.86
C1191,Effective Communication,edX,Intermediate,SQL,7,3.53
C1192,Effective Communication,Udemy,Beginner,Communication,32,3.65
C1193,Excel for Business,Udemy,Beginner,Leadership,50,3.66
C1194,Effective Communication,Udemy,Beginner,Python,15,4.74
C1195,Java Programming,LinkedIn Learning,Advanced,Leadership,41,3.13
C1196,Leadership Skills,LinkedIn Learning,Advanced,SQL,6,3.41
C1197,Excel for Business,edX,Advanced,SQL,13,4.22
C1198,Java Programming,Udemy,Beginner,R,21,4.53
C1199,Java Programming,edX,Intermediate,Java,36,4.39
C1200,Advanced SQL,LinkedIn Learning,Beginner,Data Visualization,55,3.09
C1201,Effective Communication,LinkedIn Learning,Beginner,Power BI,35,3.91
C1202,Advanced SQL,Udemy,Advanced,Communication,25,3.37
C1203,Excel for Business,edX,Advanced,R,21,4.98
C1204,Power BI Dashboards,Coursera,Beginner,Power BI,56,5.0
C1205,Machine Learning Fundamentals,edX,Advanced,Data Visualization,46,3.1
C1206,Machine Learning Fundamentals,Coursera,Beginner,Java,21,4.34
C1207,Effective Communication,Udemy,Advanced,Communication,47,4.63
C1208,Power BI Dashboards,LinkedIn Learning,Beginner,Python,31,3.65
C1209,Advanced SQL,Udemy,Beginner,Leadership,32,4.39
C1210,Excel for Business,LinkedIn Learning,Intermediate,Data Visualization,43,3.38
C1211,Leadership Skills,Udemy,Advanced,Excel,5,3.26
C1212,Machine Learning Fundamentals,Coursera,Intermediate,Leadership,20,4.85
C1213,Power BI Dashboards,Udemy,Advanced,Java,7,4.29
C1214,Java Programming,edX,Advanced,Power BI,19,4.63
C1215,Leadership Skills,edX,Advanced,Machine Learning,8,4.07
C1216,Power BI Dashboards,Coursera,Intermediate,Data Visualization,40,3.31
C1217,Python for Data Analysis,edX,Advanced,Leadership,34,3.75
C1218,Effective Communication,Coursera,Beginner,Java,33,4.76
C1219,Power BI Dashboards,Coursera,Beginner,Excel,27,3.03
C1220,Java Programming,LinkedIn Learning,Advanced,Leadership,9,3.41
C1221,Python for Data Analysis,LinkedIn Learning,Advanced,Communication,51,3.51
C1222,Python for Data Analysis,Udemy,Advanced,Leadership,15,3.53
C1223,Effective Communication,LinkedIn Learning,Advanced,Machine Learning,23,3.2
C1224,Machine Learning Fundamentals,Coursera,Advanced,Communication,12,4.7
C1225,Leadership Skills,LinkedIn Learning,Advanced,Excel,47,3.32
C1226,Leadership Skills,edX,Intermediate,Data Visualization,15,4.66
C1227,Advanced SQL,edX,Beginner,SQL,13,3.71
C1228,Advanced SQL,Udemy,Advanced,Excel,50,3.91
C1229,Power BI Dashboards,Coursera,Intermediate,SQL,29,3.93
C1230,Excel for Business,Udemy,Intermediate,Excel,29,4.43
C1231,Leadership Skills,Udemy,Advanced,SQL,18,4.46
C1232,Leadership Skills,LinkedIn Learning,Intermediate,Python,35,4.28
C1233,Excel for Business,Udemy,Beginner,R,17,4.55
C1234,Python for Data Analysis,LinkedIn Learning,Advanced,Data Visualization,5,3.02
C1235,Leadership Skills,LinkedIn Learning,Advanced,Communication,34,4.01
C1236,Effective Communication,Udemy,Beginner,R,13,4.05
C1237,Power BI Dashboards,Udemy,Intermediate,Java,44,3.48
C1238,Power BI Dashboards,Coursera,Advanced,Leadership,33,4.11
C1239,Advanced SQL,LinkedIn Learning,Beginner,Machine Learning,35,3.93
C1240,Excel for Business,edX,Beginner,Power BI,22,3.94
C1241,Machine Learning Fundamentals,Coursera,Advanced,Data Visualization,7,3.24
C1242,Leadership Skills,LinkedIn Learning,Beginner,Data Visualization,59,3.87
C1243,Leadership Skills,LinkedIn Learning,Advanced,Leadership,39,4.53
C1244,Effective Communication,LinkedIn Learning,Intermediate,Leadership,6,3.82
C1245,Power BI Dashboards,LinkedIn Learning,Advanced,Python,8,3.97
C1246,Java Programming,LinkedIn Learning,Advanced,R,45,4.94
C1247,Power BI Dashboards,Coursera,Beginner,Power BI,19,4.74
C1248,Advanced SQL,LinkedIn Learning,Beginner,Leadership,54,4.86
C1249,Machine Learning Fundamentals,Udemy,Intermediate,R,21,3.16
C1250,Machine Learning Fundamentals,edX,Advanced,SQL,30,4.24
C1251,Java Programming,Coursera,Intermediate,Java,35,3.45
C1252,Java Programming,Coursera,Beginner,Power BI,34,3.81
C1253,Machine Learning Fundamentals,edX,Intermediate,Power BI,27,4.36
C1254,Effective Communication,Coursera,Advanced,Excel,34,4.16
C1255,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Data Visualization,15,4.01
C1256,Leadership Skills,LinkedIn Learning,Advanced,Power BI,37,4.63
C1257,Excel for Business,edX,Beginner,R,42,4.37
C1258,Effective Communication,Coursera,Beginner,Python,50,4.64
C1259,Java Programming,Udemy,Advanced,R,9,4.86
C1260,Leadership Skills,edX,Beginner,Data Visualization,39,4.42
C1261,Python for Data Analysis,Coursera,Intermediate,R,55,3.79
C1262,Leadership Skills,Coursera,Intermediate,Python,5,3.43
C1263,Machine Learning Fundamentals,edX,Advanced,R,8,3.54
C1264,Python for Data Analysis,LinkedIn Learning,Beginner,Machine Learning,52,3.79
C1265,Python for Data Analysis,edX,Advanced,Java,42,4.48
C1266,Leadership Skills,edX,Intermediate,Java,41,3.08
C1267,Advanced SQL,edX,Intermediate,Java,11,4.63
C1268,Machine Learning Fundamentals,edX,Beginner,Java,14,4.52
C1269,Excel for Business,edX,Intermediate,Python,37,4.0
C1270,Java Programming,LinkedIn Learning,Beginner,Python,55,3.8
C1271,Advanced SQL,Udemy,Beginner,Leadership,18,3.23
C1272,Leadership Skills,LinkedIn Learning,Intermediate,R,40,3.58
C1273,Advanced SQL,Udemy,Intermediate,Data Visualization,51,3.22
C1274,Leadership Skills,LinkedIn Learning,Advanced,Java,42,4.64
C1275,Python for Data Analysis,edX,Beginner,Communication,56,4.02
C1276,Power BI Dashboards,Coursera,Advanced,Java,59,3.49
C1277,Excel for Business,Udemy,Beginner,R,34,3.04
C1278,Effective Communication,Udemy,Intermediate,Leadership,30,4.05
C1279,Java Programming,Coursera,Beginner,Data Visualization,35,4.5
C1280,Java Programming,Udemy,Advanced,Excel,46,4.53
C1281,Java Programming,LinkedIn Learning,Beginner,R,51,3.43
C1282,Machine Learning Fundamentals,Udemy,Intermediate,Communication,23,4.99
C1283,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Java,44,4.14
C1284,Excel for Business,edX,Beginner,Python,17,3.66
C1285,Machine Learning Fundamentals,Udemy,Beginner,Python,27,3.79
C1286,Power BI Dashboards,Udemy,Beginner,Excel,23,3.25
C1287,Effective Communication,Udemy,Beginner,SQL,20,3.99
C1288,Power BI Dashboards,LinkedIn Learning,Beginner,Communication,29,4.51
C1289,Java Programming,edX,Intermediate,R,30,3.82
C1290,Machine Learning Fundamentals,Coursera,Intermediate,R,25,4.73
C1291,Advanced SQL,Coursera,Advanced,Java,22,3.95
C1292,Java Programming,Coursera,Beginner,Communication,13,4.8
C1293,Effective Communication,LinkedIn Learning,Intermediate,Excel,28,4.41
C1294,Effective Communication,Coursera,Intermediate,Machine Learning,51,3.11
C1295,Java Programming,Udemy,Beginner,Java,44,3.13
C1296,Machine Learning Fundamentals,edX,Advanced,Machine Learning,21,4.6
C1297,Machine Learning Fundamentals,edX,Beginner,Leadership,34,3.71
C1298,Excel for Business,LinkedIn Learning,Advanced,Leadership,8,3.38
C1299,Java Programming,Udemy,Advanced,Leadership,59,4.73
C1300,Power BI Dashboards,Coursera,Intermediate,R,58,4.97
C1301,Effective Communication,edX,Advanced,R,32,4.62
C1302,Advanced SQL,Udemy,Intermediate,Python,45,4.45
C1303,Excel for Business,Udemy,Intermediate,Excel,44,3.0
C1304,Excel for Business,LinkedIn Learning,Beginner,Communication,13,3.21
C1305,Advanced SQL,LinkedIn Learning,Beginner,Power BI,40,4.34
C1306,Advanced SQL,Udemy,Advanced,Python,12,3.82
C1307,Excel for Business,LinkedIn Learning,Beginner,Python,26,3.04
C1308,Machine Learning Fundamentals,Udemy,Beginner,Power BI,29,4.48
C1309,Leadership Skills,LinkedIn Learning,Advanced,Communication,53,3.84
C1310,Advanced SQL,edX,Beginner,Power BI,10,4.32
C1311,Java Programming,LinkedIn Learning,Intermediate,SQL,30,3.94
C1312,Effective Communication,Udemy,Beginner,Communication,46,3.05
C1313,Python for Data Analysis,edX,Beginner,Data Visualization,6,4.27
C1314,Advanced SQL,Udemy,Beginner,Excel,35,4.58
C1315,Effective Communication,Udemy,Intermediate,Leadership,16,3.31
C1316,Excel for Business,LinkedIn Learning,Advanced,Power BI,23,4.78
C1317,Python for Data Analysis,edX,Intermediate,SQL,41,3.36
C1318,Excel for Business,Udemy,Advanced,Java,52,3.85
C1319,Power BI Dashboards,Coursera,Intermediate,Data Visualization,41,4.05
C1320,Power BI Dashboards,LinkedIn Learning,Beginner,SQL,5,3.63
C1321,Machine Learning Fundamentals,edX,Intermediate,Leadership,14,4.0
C1322,Java Programming,edX,Advanced,Java,38,4.44
C1323,Java Programming,Udemy,Beginner,Data Visualization,20,4.43
C1324,Advanced SQL,edX,Advanced,Excel,45,4.84
C1325,Leadership Skills,edX,Beginner,Machine Learning,11,4.72
C1326,Leadership Skills,Coursera,Beginner,Power BI,17,4.97
C1327,Excel for Business,edX,Intermediate,SQL,8,4.19
C1328,Python for Data Analysis,Coursera,Advanced,Java,43,3.8
C1329,Effective Communication,LinkedIn Learning,Intermediate,SQL,35,3.48
C1330,Advanced SQL,LinkedIn Learning,Advanced,R,14,3.49
C1331,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,R,16,3.3
C1332,Excel for Business,edX,Beginner,Java,38,4.45
C1333,Effective Communication,LinkedIn Learning,Advanced,Data Visualization,32,4.31
C1334,Effective Communication,Coursera,Advanced,Excel,9,3.58
C1335,Excel for Business,edX,Intermediate,Java,32,4.78
C1336,Power BI Dashboards,edX,Advanced,Communication,51,4.1
C1337,Machine Learning Fundamentals,Coursera,Intermediate,Data Visualization,15,3.14
C1338,Effective Communication,Coursera,Intermediate,Communication,38,3.12
C1339,Excel for Business,Coursera,Advanced,SQL,19,3.29
C1340,Power BI Dashboards,LinkedIn Learning,Intermediate,Excel,55,3.42
C1341,Leadership Skills,edX,Advanced,Java,9,4.77
C1342,Leadership Skills,Udemy,Beginner,Python,52,4.56
C1343,Power BI Dashboards,Udemy,Intermediate,Power BI,25,3.4
C1344,Python for Data Analysis,edX,Beginner,Machine Learning,35,3.5
C1345,Effective Communication,edX,Intermediate,R,44,4.27
C1346,Machine Learning Fundamentals,Coursera,Advanced,Java,11,4.74
C1347,Machine Learning Fundamentals,LinkedIn Learning,Intermediate,Data Visualization,39,3.63
C1348,Leadership Skills,Coursera,Intermediate,Communication,25,4.05
C1349,Excel for Business,Coursera,Advanced,Leadership,44,4.78
C1350,Leadership Skills,Udemy,Beginner,Java,9,4.54
C1351,Python for Data Analysis,LinkedIn Learning,Advanced,R,18,4.78
C1352,Advanced SQL,edX,Beginner,Excel,38,3.56
C1353,Excel for Business,edX,Beginner,Java,14,4.38
C1354,Power BI Dashboards,Udemy,Intermediate,Excel,22,3.23
C1355,Advanced SQL,Coursera,Intermediate,Python,21,4.23
C1356,Advanced SQL,LinkedIn Learning,Beginner,Power BI,42,3.61
C1357,Effective Communication,Coursera,Advanced,Leadership,53,4.4
C1358,Java Programming,LinkedIn Learning,Beginner,R,36,3.28
C1359,Java Programming,Coursera,Intermediate,Data Visualization,21,4.33
C1360,Excel for Business,LinkedIn Learning,Advanced,Leadership,26,4.42
C1361,Effective Communication,Coursera,Advanced,Data Visualization,29,4.71
C1362,Python for Data Analysis,Udemy,Intermediate,Communication,55,4.37
C1363,Machine Learning Fundamentals,LinkedIn Learning,Advanced,Python,20,4.05
C1364,Python for Data Analysis,Coursera,Advanced,Python,34,4.57
C1365,Excel for Business,LinkedIn Learning,Beginner,R,59,3.57
C1366,Machine Learning Fundamentals,Coursera,Beginner,Power BI,38,4.35
C1367,Advanced SQL,Udemy,Intermediate,Excel,9,4.45
C1368,Leadership Skills,LinkedIn Learning,Beginner,Communication,48,3.79
C1369,Leadership Skills,Coursera,Advanced,Leadership,37,4.98
C1370,Power BI Dashboards,Udemy,Intermediate,Leadership,9,3.71
C1371,Effective Communication,Coursera,Intermediate,Communication,44,3.17
C1372,Python for Data Analysis,edX,Intermediate,Java,46,3.61
C1373,Effective Communication,Coursera,Advanced,Communication,7,3.2
C1374,Effective Communication,edX,Beginner,Data Visualization,42,3.68
C1375,Leadership Skills,Udemy,Advanced,Power BI,17,3.26
C1376,Machine Learning Fundamentals,Coursera,Advanced,Machine Learning,56,3.88
C1377,Python for Data Analysis,LinkedIn Learning,Beginner,Excel,12,4.56
C1378,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Power BI,34,3.13
C1379,Power BI Dashboards,LinkedIn Learning,Advanced,Java,54,4.13
C1380,Effective Communication,LinkedIn Learning,Beginner,Data Visualization,9,3.09
C1381,Excel for Business,Coursera,Advanced,Data Visualization,42,4.77
C1382,Leadership Skills,Coursera,Beginner,Excel,35,4.84
C1383,Excel for Business,edX,Advanced,Data Visualization,6,3.98
C1384,Machine Learning Fundamentals,Coursera,Beginner,Excel,11,4.54
C1385,Machine Learning Fundamentals,Udemy,Intermediate,Machine Learning,20,4.19
C1386,Excel for Business,LinkedIn Learning,Beginner,Java,14,3.68
C1387,Advanced SQL,Coursera,Advanced,Data Visualization,33,3.49
C1388,Leadership Skills,Udemy,Beginner,SQL,34,4.52
C1389,Advanced SQL,edX,Beginner,Python,24,3.86
C1390,Leadership Skills,Udemy,Advanced,Data Visualization,46,4.84
C1391,Advanced SQL,edX,Beginner,Python,38,4.95
C1392,Leadership Skills,LinkedIn Learning,Intermediate,Leadership,12,3.42
C1393,Power BI Dashboards,edX,Intermediate,SQL,38,4.12
C1394,Java Programming,edX,Intermediate,R,38,4.07
C1395,Machine Learning Fundamentals,Udemy,Intermediate,Data Visualization,49,4.74
C1396,Python for Data Analysis,LinkedIn Learning,Beginner,Power BI,40,4.38
C1397,Python for Data Analysis,Udemy,Intermediate,Leadership,11,4.21
C1398,Machine Learning Fundamentals,LinkedIn Learning,Beginner,Communication,18,4.36
C1399,Excel for Business,Udemy,Intermediate,Communication,24,3.78
C1400,Java Programming,Coursera,Intermediate,Leadership,41,4.92
C1401,Machine Learning Fundamentals,Udemy,Advanced,R,37,3.12
C1402,Advanced SQL,edX,Beginner,Power BI,35,3.06
C1403,Advanced SQL,Udemy,Beginner,R,37,3.83
C1404,Python for Data Analysis,edX,Beginner,R,30,3.31
C1405,Machine Learning Fundamentals,Udemy,Advanced,Java,30,4.09
C1406,Python for Data Analysis,Udemy,Beginner,Python,55,3.02
C1407,Excel for Business,edX,Advanced,Data Visualization,42,3.92
C1408,Effective Communication,LinkedIn Learning,Beginner,R,20,3.59
C1409,Effective Communication,Udemy,Intermediate,Excel,16,3.4
C1410,Effective Communication,Coursera,Advanced,Java,5,3.89
C1411,Power BI Dashboards,Coursera,Advanced,Communication,48,4.71
C1412,Leadership Skills,edX,Advanced,Machine Learning,24,4.31
C1413,Power BI Dashboards,edX,Beginner,Excel,54,3.32
C1414,Excel for Business,edX,Intermediate,Leadership,6,4.0
C1415,Advanced SQL,Coursera,Advanced,SQL,35,4.86
C1416,Advanced SQL,edX,Advanced,Excel,22,3.88
C1417,Java Programming,edX,Beginner,SQL,46,3.94
C1418,Advanced SQL,LinkedIn Learning,Beginner,R,14,4.88
C1419,Python for Data Analysis,Coursera,Intermediate,Excel,59,3.27
